brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Khaki,80,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Замша,Сапоги,934003966-1,,true,true,true,false,false,true,false,true,true,true,false,false,true,false,true
Purple,94,Лето,Женская обувь,Кожа,Замша,Замша,Сапоги,787208540-2,,false,true,false,true,true,false,false,true,false,false,false,false,true,true,false
Aquamarine,27,Лето,Женская обувь,Кожа,Замша,Полимерный материал,Кроссовки,548485408-3,10,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true
Indigo,39,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Сабо,430501713-X,,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false
Blue,8,Весна/Осень,Женская обувь,Полимерный материал,Замша,Замша,Слипоны,007996376-5,,true,true,true,true,false,false,true,true,false,false,false,false,false,true,true
Green,98,Весна/Осень,Мужская обувь,Замша,Кожа,Замша,Сабо,673566014-5,,false,true,false,true,true,true,true,true,true,true,true,false,true,false,true
Khaki,10,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Босоножки,071223394-6,30,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false
Teal,36,Зима,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Туфли,864078559-7,,false,true,true,true,false,true,true,false,false,false,false,false,false,true,true
Violet,39,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Замша,Сабо,667857661-6,10,true,false,false,true,true,false,false,true,false,false,true,true,true,false,false
Purple,36,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Кеды,521892416-4,45,false,true,true,true,false,true,true,false,true,false,false,false,true,true,true
Crimson,33,Зима,Женская обувь,Замша,Полимерный материал,Полимерный материал,Сандалии,197531039-X,,false,true,false,true,false,true,false,false,false,false,false,false,true,true,true
Khaki,20,Зима,Мужская обувь,Полимерный материал,Замша,Замша,Слипоны,741243765-8,10,true,false,false,true,true,false,false,true,false,false,true,true,false,true,true
Khaki,5,Зима,Мужская обувь,Кожа,Полимерный материал,Кожа,Туфли,869730676-0,30,false,true,true,true,true,true,false,false,false,true,false,true,false,false,true
Crimson,65,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сандалии,222101418-9,45,true,true,true,false,true,false,false,false,false,true,false,false,true,true,false
Turquoise,11,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Кожа,Кроссовки,725479735-7,,false,false,true,false,true,true,true,true,true,true,false,false,false,true,false
Indigo,46,Лето,Женская обувь,Замша,Полимерный материал,Замша,Сабо,395446079-3,,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true
Green,1,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Слипоны,103795228-6,30,false,true,true,true,true,false,false,false,false,false,true,true,false,true,false
Pink,46,Весна/Осень,Женская обувь,Кожа,Кожа,Замша,Угги,684382524-9,,false,true,true,true,true,true,false,false,true,false,false,true,true,true,true
Crimson,55,Весна/Осень,Женская обувь,Кожа,Кожа,Замша,Ботинки,466925288-7,,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false
Blue,5,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Ботинки,274035314-6,45,false,true,true,true,true,true,true,false,true,false,true,false,true,true,true
Aquamarine,12,Зима,Женская обувь,Кожа,Кожа,Замша,Мокасины,796354541-4,,true,false,false,true,false,true,false,false,true,false,true,false,false,true,true
Violet,7,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Мокасины,860055176-5,,false,true,false,true,false,false,true,true,false,false,false,true,false,true,true
Aquamarine,48,Зима,Мужская обувь,Замша,Кожа,Полимерный материал,Мокасины,665831907-3,,true,true,true,false,true,false,true,true,false,true,false,true,true,true,false
Teal,92,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Ботинки,154277010-6,30,true,false,true,true,true,false,false,false,true,true,true,true,true,false,false
Green,16,Зима,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Туфли,800707603-4,45,true,false,true,false,false,true,true,true,true,true,true,true,false,false,true
Orange,56,Зима,Мужская обувь,Кожа,Кожа,Кожа,Мокасины,854336288-1,,false,false,true,true,true,true,true,true,true,true,false,false,true,true,false
Khaki,40,Зима,Женская обувь,Замша,Замша,Кожа,Слипоны,977831410-1,,false,true,true,false,true,false,false,false,true,true,false,false,true,true,false
Teal,40,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Кожа,Ботинки,849335866-5,,false,false,true,false,false,true,true,true,false,true,false,true,true,false,true
Yellow,37,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Кожа,Угги,014770940-7,,false,false,true,false,false,true,false,true,true,false,false,true,false,false,true
Orange,87,Весна/Осень,Женская обувь,Кожа,Замша,Кожа,Кроссовки,859377346-X,,false,false,false,false,true,true,true,false,true,false,true,true,false,true,true
Khaki,74,Весна/Осень,Мужская обувь,Замша,Кожа,Замша,Мокасины,439645959-9,,false,false,false,false,true,false,true,false,true,false,false,true,false,true,false
Khaki,28,Зима,Женская обувь,Замша,Полимерный материал,Полимерный материал,Угги,655755228-7,10,true,true,true,true,false,true,true,true,true,false,false,true,false,true,true
